,episode,scene_id,seed,revealed,reached,timeout,unique_cells_covered,reward,collisions,decision_steps
0,0,1,42,True,True,False,36,40.032,4,57
1,1,1,42,True,True,False,142,134.349,12,177
2,2,1,42,True,True,False,187,141.016,20,363
3,3,1,42,True,True,False,70,72.634,7,102
4,4,1,42,True,True,False,16,35.643,0,17
5,5,1,42,True,True,False,20,39.047,0,26
6,6,1,42,True,True,False,83,67.964,9,163
7,7,1,42,True,True,False,160,77.314,35,449
8,8,1,42,True,True,False,66,71.594,6,92
9,9,1,42,True,True,False,85,85.982,7,122
10,10,1,42,True,True,False,53,63.477,4,71
11,11,1,42,True,True,False,67,73.51,5,94
12,12,1,42,True,True,False,123,116.773,10,167
13,13,1,42,True,True,False,147,137.018,12,205
14,14,1,42,True,True,False,145,108.716,22,243
15,15,1,42,True,True,False,15,31.754,1,16
16,16,1,42,True,True,False,194,163.124,17,302
17,17,1,42,True,True,False,38,53.617,2,50
18,18,1,42,False,False,True,212,-678.45,24,520
19,19,1,42,True,True,False,118,101.676,14,168
20,20,1,42,True,True,False,7,25.958,0,8
21,21,1,42,True,True,False,15,33.867,0,17
22,22,1,42,True,True,False,38,53.617,2,50
23,23,1,42,True,True,False,39,55.765,2,54
24,24,1,42,True,True,False,42,57.577,2,55
25,25,1,42,True,True,False,12,30.741,0,13
26,26,1,42,True,True,False,22,39.027,1,25
27,27,1,42,True,True,False,10,28.997,0,11
28,28,1,42,True,True,False,177,109.673,31,362
29,29,1,42,True,True,False,56,-254.895,4,129
30,30,1,42,True,True,False,40,51.122,3,58
31,31,1,42,True,True,False,184,158.728,17,282
32,32,1,42,True,True,False,36,53.368,1,42
33,33,1,42,True,True,False,15,34.027,0,16
34,34,1,42,False,False,True,242,-11.075,92,520
35,35,1,42,True,True,False,179,150.321,19,259
36,36,1,42,True,True,False,15,33.952,0,17
37,37,1,42,True,True,False,17,35.852,0,19
38,38,1,42,True,True,False,110,114.821,6,132
39,39,1,42,True,True,False,96,96.09,6,130
40,40,1,42,True,True,False,21,27.121,4,35
41,41,1,42,False,False,True,139,-9907.6,7,520
42,42,1,42,True,True,False,16,35.096,0,17
43,43,1,42,True,True,False,15,32.848,0,21
44,44,1,42,True,True,False,94,96.451,7,111
45,45,1,42,True,True,False,46,56.601,3,50
46,46,1,42,True,True,False,21,38.074,1,25
47,47,1,42,True,True,False,63,-3635.134,5,267
48,48,1,42,True,True,False,84,83.724,8,115
49,49,1,42,True,True,False,21,37.957,1,24
50,50,1,42,True,True,False,82,92.091,4,96
51,51,1,42,True,True,False,14,33.747,0,14
52,52,1,42,True,True,False,21,38.794,1,23
53,53,1,42,True,True,False,113,110.106,9,134
54,54,1,42,True,True,False,10,29.382,0,10
55,55,1,42,True,True,False,24,41.107,1,29
56,56,1,42,True,True,False,40,55.561,2,52
57,57,1,42,True,True,False,20,37.1,1,23
58,58,1,42,True,True,False,18,-2440.091,0,120
59,59,1,42,True,True,False,52,48.612,9,77
60,60,1,42,True,True,False,17,-7243.47,31,220
61,61,1,42,True,True,False,54,61.138,5,68
62,62,1,42,True,True,False,76,81.469,5,100
63,63,1,42,True,True,False,14,33.276,0,15
64,64,1,42,True,True,False,24,40.232,1,27
65,65,1,42,True,True,False,62,70.841,4,76
66,66,1,42,True,True,False,98,86.133,12,147
67,67,1,42,True,True,False,21,37.888,1,24
68,68,1,42,True,True,False,21,38.773,1,23
69,69,1,42,True,True,False,128,128.81,8,148
70,70,1,42,True,True,False,16,31.805,1,20
71,71,1,42,True,True,False,9,28.08,0,10
72,72,1,42,True,True,False,50,62.59,3,59
73,73,1,42,True,True,False,41,58.403,1,49
74,74,1,42,True,True,False,16,33.409,1,20
75,75,1,42,True,True,False,9,27.757,0,10
76,76,1,42,False,False,True,100,-519.275,283,520
77,77,1,42,True,True,False,8,26.53,0,9
78,78,1,42,False,False,True,173,-258.275,207,520
79,79,1,42,False,False,True,139,-157.125,134,520
80,80,1,42,False,False,True,148,-255.675,188,520
81,81,1,42,True,True,False,121,-103.998,85,404
82,82,1,42,False,False,True,230,73.175,54,520
83,83,1,42,False,False,True,54,-175.675,93,520
84,84,1,42,True,True,False,15,34.493,0,15
85,85,1,42,True,True,False,11,29.803,0,12
86,86,1,42,True,True,False,47,60.752,2,64
87,87,1,42,True,True,False,29,40.219,1,36
88,88,1,42,True,True,False,35,48.638,2,38
89,89,1,42,True,True,False,107,67.5,13,195
90,90,1,42,True,True,False,16,32.627,1,18
91,91,1,42,True,True,False,36,51.067,2,41
92,92,1,42,True,True,False,32,-303.175,117,159
93,93,1,42,True,True,False,24,40.842,1,27
94,94,1,42,True,True,False,8,26.368,0,9
95,95,1,42,True,True,False,14,31.582,1,18
96,96,1,42,True,True,False,36,47.488,3,42
97,97,1,42,True,True,False,68,63.326,11,100
98,98,1,42,True,True,False,135,97.963,21,218
99,99,1,42,True,True,False,18,35.042,1,21
100,100,1,42,True,True,False,35,50.706,1,47
101,101,1,42,True,False,True,47,-2854.704,372,520
102,102,1,42,False,False,True,189,-42.775,82,520
103,103,1,42,True,True,False,9,27.832,0,10
104,104,1,42,True,True,False,166,-165.157,118,465
105,105,1,42,True,True,False,75,84.696,4,83
106,106,1,42,True,True,False,8,27.142,0,8
107,107,1,42,True,True,False,69,76.862,3,77
108,108,1,42,True,True,False,62,65.513,6,73
109,109,1,42,True,True,False,78,81.629,6,91
110,110,1,42,True,True,False,146,122.392,18,220
111,111,1,42,True,True,False,13,31.519,0,14
112,112,1,42,True,True,False,73,81.929,4,80
113,113,1,42,True,True,False,31,45.26,2,41
114,114,1,42,True,True,False,50,-9.227,3,86
